Generation,Reward
0,-88.28015567278094
1,-77.80549873692605
2,-77.50599405151945
3,-82.25102191460809
4,-78.85435061561599
5,-79.86916506851409
6,-72.24633938950498
7,-69.31248549432812
8,-76.10457634334435
9,-72.36166938663976
10,-74.77459594063117
11,-66.25940538476797
12,-60.32726465445131
13,-71.17959161993372
14,-47.854240322340644
15,-38.807415298077345
16,-78.74625501322265
17,-69.15102613019626
18,-66.96306817598096
19,-25.529283893721818
20,-44.32914711846217
21,-45.219653339534894
22,-48.84801020710198
23,-58.81343353388049
24,-52.677982066281416
25,-49.87757138308678
26,-43.70954981624868
27,-35.55280750334986
28,-34.946145770208076
29,-30.42459455173713
30,-60.81295862600913
31,-61.122002497107616
32,-48.45403581102665
33,-39.07082155395655
34,-45.66410944141627
35,-46.51742839000907
36,-39.81204152354512
37,-48.99189803168689
38,-33.77154093081532
39,-42.244879292932346
40,-33.7342370711924
41,2.904302117378734
42,-19.27908791558509
43,-37.69193818884503
44,-37.51416663092366
45,-17.121930560643715
46,-28.055871521087738
47,-0.00047610827579802617
48,-10.777376039285496
49,7.152840892024184
50,-7.755161130468785
51,8.161511926652867
52,19.485360133691444
53,-4.319361092713711
54,10.24930866079829
55,-37.67962669472551
56,-32.53002045509496
57,-8.04998044100098
58,-27.353577382349677
59,43.174685443301826
60,16.694563496491266
61,-2.558551975532236
62,36.96057730402823
63,15.556689958208793
64,-26.654562282695487
65,-10.387423168111535
66,15.32152723690336
67,2.2181178015260983
68,23.381782632962985
69,-33.08851832630272
70,16.855118813843024
71,-0.3640624755840953
72,21.882528239960735
73,5.224823553552506
74,-4.070630570037437
75,-18.783900105264234
76,-3.210252835830099
77,-0.29358474417141167
78,15.657638350939525
79,15.50889284848881
80,50.90886500197102
81,81.78694941899592
82,22.47260660847158
83,70.06884744847163
84,49.46247118553961
85,105.951754219768
86,27.389473019029058
87,58.23347539876744
88,19.37068376620986
89,-7.018948754083583
90,62.756658340390295
91,32.585348774548144
92,47.288287874275255
93,35.21809645452688
94,16.71616632502709
95,25.274706249001422
96,123.61325612404883
97,60.60690558135424
98,57.985106817562176
99,81.96795147403625
100,146.4589532960177
101,57.58930528665506
102,125.6230872988121
103,100.25932275029952
104,73.86777623353262
105,55.46630521724709
106,158.60956912394056
107,87.25751784952051
108,52.7393309322616
109,129.69834490065492
110,133.95266535248788
111,121.1072182945653
112,197.38866253539197
113,129.8682872737966
114,80.78749321348589
115,130.39942862793657
116,178.16248364220723
117,153.9625535129539
118,111.94522203589351
119,167.1375383989978
120,124.02574600010698
121,53.17198074499653
122,121.59902400966355
123,54.54067038027187
124,60.950446035037224
125,47.68441863076742
126,192.73252161409965
127,57.95944264865725
128,57.72466807941595
129,184.32905106188366
130,42.050224792415364
131,111.66860814270132
132,206.35635419928815
133,111.50532187388126
134,83.87489241841894
135,67.16572007001437
136,58.24131707903404
137,164.8118350013923
138,133.78184827834076
139,146.50319951800114
140,140.62154164143118
141,155.9400510237649
142,105.25979281040341
143,119.93270751711864
144,36.51383740735981
145,71.84045004477635
146,114.80612286447189
147,152.13330391372642
148,171.43048277401618
149,184.7632761872605
150,119.21214116092592
151,200.09171930846298
152,41.89462829360919
153,130.017202019864
154,159.6419257011088
155,33.68416122584388
156,96.03464793252205
157,104.21766721311394
158,106.63391315916388
159,208.03141533043814
160,76.86848665353322
161,97.25117939259042
162,141.82751221036648
163,59.33766070608681
164,176.56844043213536
165,186.86702575903564
166,176.87395701589583
167,143.23907997567332
168,133.10296340604984
169,83.18353963365345
170,183.2600286040208
171,213.36719038890172
172,171.32039682805143
173,132.7375783337484
174,205.16308717704874
175,257.51633485580817
176,144.87115785411584
177,224.40033794641522
178,140.460762601687
179,213.43092637071663
180,167.90520098294775
181,305.8414803221708
182,304.92305716403996
183,219.05035838740707
184,111.87990767553417
185,180.20264832177833
186,154.76980282254368
187,245.27480134431784
188,156.93506008390182
189,172.64484645421095
190,149.03975507460567
191,189.7063365410699
192,194.24406249185895
193,265.90981031520295
194,233.14415724656655
195,208.10614147902695
196,198.98085432354645
197,89.7015524004293
198,80.30959800093561
199,77.21542233923006
200,186.41620754590917
201,149.65149080515312
202,186.18833100727852
203,190.0390192373913
204,194.24179649426804
205,132.16384024510023
206,113.72358543253176
207,133.95561515193788
208,211.40214513550683
209,208.79883099722915
210,170.00381744544512
211,145.54430649329154
212,228.04924910632084
213,175.3654598260513
214,191.07074522367066
215,179.96813084983614
216,199.30925030937811
217,160.51580249684702
218,168.71385021856958
219,129.75783472056133
220,194.281540865971
221,101.9116268056991
222,199.7033011420481
223,205.59476911692917
224,250.23444052761363
225,182.49280049628135
226,233.70105341354156
227,337.3935972842853
228,124.97835680520899
229,300.1937265169539
230,260.4599132749838
231,297.14332204295033
232,212.99643615743759
233,312.5104275971672
234,250.20566315388962
235,261.7362364248331
236,239.13361921898994
237,167.20788404168593
238,248.2470414683459
239,236.30007021203238
240,323.75288951678687
241,192.52845765286975
242,283.4877888500087
243,199.7281052177646
244,253.37992245612622
245,221.44900590106874
246,266.4261838531203
247,381.66290993342545
248,268.3190542890832
249,292.4519087875851
250,258.19480404346166
251,328.6863041600623
252,289.7934001332457
253,268.2740536941316
254,275.7976556342723
255,248.57762977981008
256,265.9623693083647
257,302.1644543882404
258,315.21264967575274
259,262.4786272703028
260,195.5595948078926
261,221.8696579592136
262,219.68623574104157
263,191.5517952397442
264,319.42005158176676
265,297.1867207374851
266,317.8630927939237
267,419.9489351907119
268,266.18794803644465
269,287.8983014172361
270,325.93163460620576
271,239.35218386025923
272,313.1944002652815
273,384.52933681320735
274,312.25137416395364
275,359.22648621035
276,338.98933937427466
277,280.8368453232019
278,360.81993272825935
279,269.82226824682607
280,264.84335860534327
281,249.01346788464167
282,308.03249422713327
283,369.51912823731016
284,300.0312364673942
285,369.0566823736117
286,419.0221178336989
287,346.11809654368557
288,353.0961766240366
289,371.8025122256944
290,392.59946637590883
291,311.5953136667129
292,370.2481288037147
293,344.25128232897
294,255.16610068064765
295,288.6409809143353
296,352.35946892725246
297,416.55672984989235
298,304.8557970230651
299,345.53816528715174
300,314.6917836863475
301,352.9859702814528
302,347.07825686065235
303,457.9983185207547
304,330.2633942457898
305,346.01427452226545
306,425.7406489366347
307,426.1929924171959
308,337.5190822285785
309,424.9575006331271
310,349.86107579151735
311,346.4871092242206
312,339.48006941937547
313,351.14434322818414
314,423.41050859694036
315,380.76882847266154
316,485.26268720813516
317,405.6151574045142
318,362.0553009979621
319,495.22648723389955
320,318.08932387600385
321,272.72981577175074
322,320.07174111811355
323,394.56529339249334
324,379.7721016356862
325,427.41289928398976
326,510.17173880394097
327,353.76176425934125
328,388.85677336069375
329,368.52006070641414
330,422.93054164272615
331,444.82716048397856
332,195.87518651904415
333,436.268299660714
334,427.0690352684418
335,447.259533298127
336,438.4974114302278
337,467.18589214864727
338,485.98778373011623
339,351.2813050258721
340,414.96279359222217
341,482.0022970720876
342,312.1951780052898
343,396.18701581595235
344,339.04968982736193
345,327.3574513897415
346,252.70536804892578
347,326.4969949793985
348,313.58065194545475
349,443.7626219187718
350,187.15706823728948
351,482.2504585259842
352,409.22696334791937
353,396.80162427824575
354,440.79778299075906
355,423.6828873647223
356,434.6447825800874
357,413.0733954649425
358,304.614325922237
359,443.3482030573931
360,324.3820965673426
361,403.2788710300974
362,396.04123153094315
363,360.03049414408383
364,384.4807830152715
365,370.34656825799607
366,439.4904399152811
367,462.8498206138178
368,438.28434972820185
369,387.3414222036615
370,415.00398124061303
371,387.8512739820342
372,391.8311055679138
373,448.70683355132496
374,402.08798369260546
375,352.6222465283533
376,289.22765475715005
377,292.55472286495
378,355.70047326181987
379,309.3536003185035
380,457.00657334885716
381,499.65456313175355
382,347.35436006413937
383,347.654457002759
384,415.6038871090187
385,353.3147228666496
386,364.7404072253994
387,417.17222463125336
388,476.86894129700136
389,379.05498586309136
390,372.19030953412187
391,464.0883711483047
392,393.8375955838464
393,381.3713595141245
394,453.6790026773649
395,350.18838718898144
396,382.7479798642972
397,280.48066623904447
398,344.16948721041274
399,465.76991935724743
400,397.4345535823615
401,413.8710808031399
402,393.9345233092564
403,488.1593914912396
404,367.2701771989613
405,508.6748732837832
406,386.5267877858198
407,308.06366594803274
408,393.3819083956048
409,504.0573658074508
410,395.9556335936423
411,423.38632727343474
412,534.6079549957208
413,466.005427301691
414,461.4706560069187
415,432.89865820302964
416,504.8957436759285
417,490.4114234831208
418,459.057544720499
419,386.1160711812789
420,420.63758355691675
421,466.4884538090566
422,455.585410886292
423,498.8705376278017
424,472.47341762819934
425,435.005638938881
426,373.2666858016691
427,471.6939601325248
428,485.21960410598274
429,422.7198822570189
430,478.46311371954994
431,518.0828477593838
432,493.89490798233743
433,464.10721032803735
434,433.5667589542677
435,431.6664592255733
436,361.9354368520779
437,479.38619927451384
438,574.2376375620738
439,489.6199357481029
440,438.8004723744268
441,464.9904380812274
442,591.5829723042784
443,481.9269900203625
444,453.1747429169932
445,426.36501957702603
446,498.6473426179705
447,586.0311971122594
448,489.44365832392555
449,506.1470028179497
450,573.440189563007
451,540.4729541066449
452,572.5683312923281
453,607.0568761503355
454,540.1356246536999
455,502.72277804122126
456,491.3860325994005
457,533.3672092501569
458,480.18109785705445
459,502.8843920630918
460,499.09974284125417
461,573.8449854584524
462,534.8105744457988
463,522.9982395560057
464,597.5154128284696
465,533.5365604181134
466,516.131024181804
467,478.78978316148005
468,470.91092281077385
469,525.9103866337231
470,474.1290677236557
471,522.377440512501
472,551.1805854219956
473,559.9267693675612
474,519.1949098695984
475,547.6811573664911
476,552.6453920163327
477,567.4982933527497
478,618.7436509247352
479,578.0398851157815
480,544.0690689291582
481,470.6803430538713
482,529.45526763552
483,589.1829656732099
484,512.891376894752
485,450.6967870697634
486,559.0369948029902
487,533.8148731222382
488,475.98562730066453
489,481.3692292831581
490,647.5806582398494
491,634.0838111622306
492,605.8938128965642
493,549.9221371454225
494,659.5190382189828
495,597.5806772457079
496,559.9159497610292
497,514.4400546773182
498,523.5311264959826
499,557.9017288663192
